content,date
"Euro Markets: Carbon ends flat as October gas trades in huge €14/MWh range. EUA prices ended the session unchanged on Wednesday, as front-month gas prices whipsawed in a €14.10/MWh range and traders speculated whether TTF prices are poised for a reversal.",16-September-2021 
"EU chief urges China to raise 2030 emissions pledge, proposes climate aid increase. China should raise its near-term emissions pledge while others need to flesh out how their goals will be met, said European Commission President Ursula von der Leyen on Wednesday, proposing an increase in the EU’s climate finance to poorer nations.",15-September-2021 
"Euro Markets: Carbon slumps as natural gas correlation seen as ended. EUAs settled below €60 on Tuesday for the first time in ten days, as more traders concluded that carbon cannot continue to track gas prices higher, with some saying emissions demand may have peaked for the moment after utilities brought coal units back on line to leverage better operating margins.",15-September-2021 
"Spain joins Greece in tapping EUA auction revenue to lower energy bills. Spain has followed Greece in announcing plans to direct additional revenue from its share of EU carbon permit auctions to support electricity consumers, as power prices across Europe have soared to record levels.",14-September-2021 
"European steelmakers risk stranded assets within years as emissions budget nears exhaustion -report. European steelmakers must accelerate their low-carbon transition as their emissions budget to 2050 nears exhaustion, according to a report published Tuesday that found Turkish and former Soviet producers most at risk of holding stranded assets.",14-September-2021 
"Energy price spike no reason to let climate plans slip, says EU climate chief. Sky-high European energy prices must not get in way of the EU’s climate action but rather spur the bloc to accelerate the low-carbon transition, EU climate chief Frans Timmermans told the European Parliament on Tuesday.",14-September-2021 
"Norway election brings change in government, but likely much of the same on climate. Norwegian voters on Monday threw out its centre-right government after eight years in office, paving the way for a centre-left coalition to take over, but although its policy platform is yet to be negotiated it is unlikely there will be major changes to the nation’s climate and energy policies.",14-September-2021 
"UK pushes IMO for zero emissions shipping target in wake of national goal. The UK pushed Monday for global shipping emissions to reach zero by 2050, a move that would significantly increase stringency from the current 50% goal under the UN’s International Maritime Organisation (IMO), which foresees revising its emissions strategy in 2023.",14-September-2021 
"Louis Dreyfus launches ‘carbon solutions platform’, recruits veteran trio to lead business. Agricultural commodities merchant Louis Dreyfus Company (LDC) is launching a ‘carbon solutions’ platform to facilitate its decarbonisation efforts, the Rotterdam-headquartered firm announced Monday.",14-September-2021 
"Euro Markets: Carbon gives up morning gains amid profit-taking. Carbon prices made a sharp recovery from Friday’s sell-off before giving up almost all of their gains on Monday afternoon amid profit-taking, sources reported.",14-September-2021 
"EUAs not targeting fuel-switch over the winter -analyst. EUA prices are not high enough to drive near-term fuel-switching at power plants in Europe, but are instead staying at levels that will support gas-fired power margins next year, according to bank research.",13-September-2021 
"London-based carbon fund performs solidly in August, as it delves into 5th market. A London-based fund that focuses on compliance-grade carbon recorded a solid return in August, as it entered a fifth regional emissions market.",13-September-2021 
"EU Market: EUAs dive below €61 as Nord Stream 2 launch confirmed. EUA prices on Friday slipped further from this week’s record high, losing more than €2 at one point on profit-taking and as Russia announced that Nord Stream 2 (NS2) was complete and would begin transmitting gas before the end of the year.",11-September-2021 
"EU Market: EUAs nudge higher as energy extends rally. EU carbon nudged higher on Thursday along with the wider energy complex, with near-term power and gas prices extending their record highs.",10-September-2021 
"EU lawmakers wary of CO2 cost hit to poor people, urge speedier end to free allocations. A proposed new European carbon market for buildings and transport could hit the poorest the hardest, MEPs said in a hearing on Thursday, with several calling for a faster phaseout of free EU carbon allocations for industry and airlines under the bloc’s main ETS.",9-September-2021 
